ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,Animal
2013-11-18,259.7397884278372,71.62477285392038,429.1180228515255,259.7397884278372,259.7397884278372,-9.968081173468011,-9.968081173468011,-9.968081173468011,-0.3402958778632005,-0.3402958778632005,-0.3402958778632005,-9.627785295604813,-9.627785295604813,-9.627785295604813,0.0,0.0,0.0,249.7717072543692,Cow
2013-11-24,259.7077247000928,49.87309543741922,422.78008017696834,259.7077247000928,259.7077247000928,-27.630843001063827,-27.630843001063827,-27.630843001063827,-9.110896302257544,-9.110896302257544,-9.110896302257544,-18.51994669880628,-18.51994669880628,-18.51994669880628,0.0,0.0,0.0,232.07688169902897,Cow
2013-11-27,259.6916928362206,83.9039356155467,435.3833861346535,259.6916928362206,259.6916928362206,-5.198002396075096,-5.198002396075096,-5.198002396075096,10.45260923448078,10.45260923448078,10.45260923448078,-15.650611630555876,-15.650611630555876,-15.650611630555876,0.0,0.0,0.0,254.49369044014557,Cow
2013-12-03,259.6596291084762,91.8897273813352,447.59890033447147,259.6596291084762,259.6596291084762,6.952712937328224,6.952712937328224,6.952712937328224,3.4540449798188835,3.4540449798188835,3.4540449798188835,3.4986679575093413,3.4986679575093413,3.4986679575093413,0.0,0.0,0.0,266.61234204580444,Cow
2013-12-10,259.6222214261077,104.6184609114258,474.1322090166287,259.6222214261077,259.6222214261077,35.20582732358025,35.20582732358025,35.20582732358025,3.4540449798209187,3.4540449798209187,3.4540449798209187,31.75178234375933,31.75178234375933,31.75178234375933,0.0,0.0,0.0,294.828048749688,Cow
2013-12-11,259.61687747148363,131.3534119260585,487.0109611043154,259.61687747148363,259.61687747148363,45.05996851058156,45.05996851058156,45.05996851058156,10.452609234487548,10.452609234487548,10.452609234487548,34.607359276094016,34.607359276094016,34.607359276094016,0.0,0.0,0.0,304.6768459820652,Cow
2013-12-15,259.5955016529874,111.68369527540194,486.77926329132026,259.5955016529874,259.5955016529874,30.854730719088547,30.854730719088547,30.854730719088547,-9.11089630227024,-9.11089630227024,-9.11089630227024,39.96562702135879,39.96562702135879,39.96562702135879,0.0,0.0,0.0,290.450232372076,Cow
2013-12-18,259.5794697903758,118.3924727364196,502.2770801236599,259.5794697903758,259.5794697903758,47.03496009175651,47.03496009175651,47.03496009175651,10.452609234494622,10.452609234494622,10.452609234494622,36.582350857261886,36.582350857261886,36.582350857261886,0.0,0.0,0.0,306.6144298821323,Cow
2013-12-27,259.5313742025411,55.1566865857957,445.2633492832617,259.5313742025411,259.5313742025411,-6.558004825604393,-6.558004825604393,-6.558004825604393,-2.431877919379255,-2.431877919379255,-2.431877919379255,-4.126126906225138,-4.126126906225138,-4.126126906225138,0.0,0.0,0.0,252.9733693769367,Cow
2013-12-28,259.52603024833724,46.91292287613171,429.2100287376388,259.52603024833724,259.52603024833724,-18.19896150376725,-18.19896150376725,-18.19896150376725,-8.480888624831765,-8.480888624831765,-8.480888624831765,-9.718072878935484,-9.718072878935484,-9.718072878935484,0.0,0.0,0.0,241.32706874457,Cow
2014-01-07,259.47259070629866,35.187486967510914,405.8882251913246,259.47259070629866,259.47259070629866,-36.45100192648968,-36.45100192648968,-36.45100192648968,3.454044979826342,3.454044979826342,3.454044979826342,-39.90504690631601,-39.90504690631601,-39.90504690631601,0.0,0.0,0.0,223.02158877980895,Cow
2014-01-08,259.4672467520948,35.70333245526691,408.1195048835137,259.4672467520948,259.4672467520948,-28.443610644200064,-28.443610644200064,-28.443610644200064,10.452609234478755,10.452609234478755,10.452609234478755,-38.89621987867882,-38.89621987867882,-38.89621987867882,0.0,0.0,0.0,231.02363610789476,Cow
2014-01-12,259.44587093527934,21.38813023053913,412.8232472296472,259.44587093527934,259.44587093527934,-36.351041533432834,-36.351041533432834,-36.351041533432834,-9.1108963022654,-9.1108963022654,-9.1108963022654,-27.240145231167435,-27.240145231167435,-27.240145231167435,0.0,0.0,0.0,223.0948294018465,Cow
2014-01-17,259.41915116426003,66.02553050051475,427.0855371222786,259.41915116426003,259.41915116426003,-3.3836976046067453,-3.3836976046067453,-3.3836976046067453,-2.431877919377679,-2.431877919377679,-2.431877919377679,-0.9518196852290666,-0.9518196852290666,-0.9518196852290666,0.0,0.0,0.0,256.03545355965326,Cow
2014-01-18,259.4138072100562,76.14629020832326,447.1487704321988,259.4138072100562,259.4138072100562,-3.638937794545164,-3.638937794545164,-3.638937794545164,-8.480888624811113,-8.480888624811113,-8.480888624811113,4.841950830265948,4.841950830265948,4.841950830265948,0.0,0.0,0.0,255.774869415511,Cow
2014-01-19,259.4084632558523,73.28045905382861,455.07283401609885,259.4084632558523,259.4084632558523,1.4263234744561646,1.4263234744561646,1.4263234744561646,-9.11089630226327,-9.11089630226327,-9.11089630226327,10.537219776719436,10.537219776719436,10.537219776719436,0.0,0.0,0.0,260.8347867303085,Cow
2014-01-27,259.36571162222145,113.84135868881496,484.6504417441713,259.36571162222145,259.36571162222145,39.49091152562457,39.49091152562457,39.49091152562457,-0.340295877854172,-0.340295877854172,-0.340295877854172,39.83120740347874,39.83120740347874,39.83120740347874,0.0,0.0,0.0,298.856623147846,Cow
2014-02-06,259.3122720801829,88.57128533544248,450.28768073187257,259.3122720801829,259.3122720801829,17.768971650531903,17.768971650531903,17.768971650531903,6.457304510003516,6.457304510003516,6.457304510003516,11.311667140528384,11.311667140528384,11.311667140528384,0.0,0.0,0.0,277.0812437307148,Cow
2014-02-10,259.2908962633674,67.96357749789279,430.2122321756205,259.2908962633674,259.2908962633674,-12.067235011196194,-12.067235011196194,-12.067235011196194,-0.3402958778450177,-0.3402958778450177,-0.3402958778450177,-11.726939133351175,-11.726939133351175,-11.726939133351175,0.0,0.0,0.0,247.2236612521712,Cow
2014-02-13,259.2748644007558,56.90503801990337,421.97158213315646,259.2748644007558,259.2748644007558,-20.755720158072133,-20.755720158072133,-20.755720158072133,6.457304509990779,6.457304509990779,6.457304509990779,-27.21302466806291,-27.21302466806291,-27.21302466806291,0.0,0.0,0.0,238.51914424268367,Cow
